timestamp_utc,iso_pdt,carrier=verizon;connection_type=5g_cellular;experiment=none
1782221102,2026-06-23T06:25:02-07:00,153
1782221162,2026-06-23T06:26:02-07:00,153
1782221222,2026-06-23T06:27:02-07:00,153
1782221282,2026-06-23T06:28:02-07:00,153
1782221342,2026-06-23T06:29:02-07:00,153
1782221402,2026-06-23T06:30:02-07:00,153
1782221462,2026-06-23T06:31:02-07:00,472
1782221522,2026-06-23T06:32:02-07:00,472
1782221582,2026-06-23T06:33:02-07:00,472
1782221642,2026-06-23T06:34:02-07:00,472
1782221702,2026-06-23T06:35:02-07:00,472
1782221762,2026-06-23T06:36:02-07:00,472
1782222122,2026-06-23T06:42:02-07:00,57
1782222182,2026-06-23T06:43:02-07:00,57
1782222242,2026-06-23T06:44:02-07:00,57
1782222302,2026-06-23T06:45:02-07:00,57
1782222362,2026-06-23T06:46:02-07:00,201
1782222422,2026-06-23T06:47:02-07:00,440
1782222482,2026-06-23T06:48:02-07:00,474
1782222542,2026-06-23T06:49:02-07:00,474
1782222602,2026-06-23T06:50:02-07:00,474
1782222662,2026-06-23T06:51:02-07:00,194
1782222722,2026-06-23T06:52:02-07:00,5
1782222782,2026-06-23T06:53:02-07:00,5
1782222842,2026-06-23T06:54:02-07:00,500
1782222902,2026-06-23T06:55:02-07:00,500
1782222962,2026-06-23T06:56:02-07:00,500
1782223022,2026-06-23T06:57:02-07:00,865
1782223082,2026-06-23T06:58:02-07:00,178
1782223142,2026-06-23T06:59:02-07:00,178
1782223202,2026-06-23T07:00:02-07:00,505
1782223262,2026-06-23T07:01:02-07:00,61
1782223322,2026-06-23T07:02:02-07:00,60
1782223382,2026-06-23T07:03:02-07:00,993
1782223442,2026-06-23T07:04:02-07:00,993
1782223502,2026-06-23T07:05:02-07:00,755
1782223562,2026-06-23T07:06:02-07:00,680
1782223622,2026-06-23T07:07:02-07:00,680
1782223682,2026-06-23T07:08:02-07:00,680
1782223742,2026-06-23T07:09:02-07:00,680
1782223802,2026-06-23T07:10:02-07:00,680
1782224462,2026-06-23T07:21:02-07:00,21
1782224522,2026-06-23T07:22:02-07:00,21
1782224582,2026-06-23T07:23:02-07:00,21
1782224642,2026-06-23T07:24:02-07:00,21
1782224702,2026-06-23T07:25:02-07:00,21
1782226562,2026-06-23T07:56:02-07:00,21
1782226622,2026-06-23T07:57:02-07:00,21
1782226682,2026-06-23T07:58:02-07:00,21
1782226742,2026-06-23T07:59:02-07:00,21
1782226802,2026-06-23T08:00:02-07:00,21
1782227582,2026-06-23T08:13:02-07:00,21
1782227642,2026-06-23T08:14:02-07:00,21
1782227702,2026-06-23T08:15:02-07:00,21
1782227762,2026-06-23T08:16:02-07:00,21
1782227822,2026-06-23T08:17:02-07:00,21
1782227882,2026-06-23T08:18:02-07:00,21
1782230882,2026-06-23T09:08:02-07:00,677
1782230942,2026-06-23T09:09:02-07:00,677
1782231002,2026-06-23T09:10:02-07:00,680
1782231062,2026-06-23T09:11:02-07:00,680
1782231122,2026-06-23T09:12:02-07:00,680
1782231182,2026-06-23T09:13:02-07:00,680
1782231242,2026-06-23T09:14:02-07:00,680
1782231302,2026-06-23T09:15:02-07:00,680
1782231362,2026-06-23T09:16:02-07:00,680
1782231422,2026-06-23T09:17:02-07:00,680
1782231482,2026-06-23T09:18:02-07:00,680
1782231542,2026-06-23T09:19:02-07:00,680
1782235982,2026-06-23T10:33:02-07:00,755
1782236042,2026-06-23T10:34:02-07:00,755
1782236102,2026-06-23T10:35:02-07:00,755
1782236162,2026-06-23T10:36:02-07:00,755
1782236222,2026-06-23T10:37:02-07:00,679
1782236282,2026-06-23T10:38:02-07:00,679
1782236342,2026-06-23T10:39:02-07:00,679
1782236402,2026-06-23T10:40:02-07:00,755
1782236462,2026-06-23T10:41:02-07:00,755
1782236522,2026-06-23T10:42:02-07:00,755
1782236582,2026-06-23T10:43:02-07:00,755
1782236642,2026-06-23T10:44:02-07:00,755
1782236702,2026-06-23T10:45:02-07:00,755
1782236762,2026-06-23T10:46:02-07:00,755
1782236822,2026-06-23T10:47:02-07:00,755
1782237902,2026-06-23T11:05:02-07:00,755
1782237962,2026-06-23T11:06:02-07:00,755
1782238022,2026-06-23T11:07:02-07:00,755
1782238082,2026-06-23T11:08:02-07:00,755
1782238142,2026-06-23T11:09:02-07:00,755
1782238202,2026-06-23T11:10:02-07:00,755
1782238262,2026-06-23T11:11:02-07:00,755
1782238322,2026-06-23T11:12:02-07:00,755
1782238382,2026-06-23T11:13:02-07:00,755
1782238442,2026-06-23T11:14:02-07:00,755
1782238502,2026-06-23T11:15:02-07:00,755
1782238982,2026-06-23T11:23:02-07:00,755
1782239042,2026-06-23T11:24:02-07:00,755
1782239102,2026-06-23T11:25:02-07:00,755
1782239162,2026-06-23T11:26:02-07:00,755
1782239222,2026-06-23T11:27:02-07:00,755
1782240782,2026-06-23T11:53:02-07:00,21
1782240842,2026-06-23T11:54:02-07:00,21
1782240902,2026-06-23T11:55:02-07:00,21
1782240962,2026-06-23T11:56:02-07:00,21
1782241022,2026-06-23T11:57:02-07:00,21
1782241802,2026-06-23T12:10:02-07:00,429
1782241862,2026-06-23T12:11:02-07:00,429
1782241922,2026-06-23T12:12:02-07:00,429
1782241982,2026-06-23T12:13:02-07:00,429
1782242042,2026-06-23T12:14:02-07:00,429
1782242102,2026-06-23T12:15:02-07:00,429
1782242162,2026-06-23T12:16:02-07:00,429
1782242222,2026-06-23T12:17:02-07:00,429
1782242282,2026-06-23T12:18:02-07:00,429
1782242342,2026-06-23T12:19:02-07:00,429
1782243782,2026-06-23T12:43:02-07:00,21
1782243842,2026-06-23T12:44:02-07:00,21
1782243902,2026-06-23T12:45:02-07:00,21
1782243962,2026-06-23T12:46:02-07:00,21
1782244022,2026-06-23T12:47:02-07:00,21
1782244082,2026-06-23T12:48:02-07:00,21
1782244142,2026-06-23T12:49:02-07:00,21
1782244202,2026-06-23T12:50:02-07:00,21
1782244262,2026-06-23T12:51:02-07:00,21
1782244322,2026-06-23T12:52:02-07:00,21
1782244382,2026-06-23T12:53:02-07:00,21
1782244442,2026-06-23T12:54:02-07:00,21
1782244502,2026-06-23T12:55:02-07:00,21
1782244562,2026-06-23T12:56:02-07:00,21
1782244622,2026-06-23T12:57:02-07:00,21
1782244682,2026-06-23T12:58:02-07:00,21
1782244802,2026-06-23T13:00:02-07:00,21
1782244862,2026-06-23T13:01:02-07:00,21
1782244922,2026-06-23T13:02:02-07:00,21
1782244982,2026-06-23T13:03:02-07:00,21
1782245042,2026-06-23T13:04:02-07:00,21
1782246302,2026-06-23T13:25:02-07:00,21
1782246362,2026-06-23T13:26:02-07:00,21
1782246422,2026-06-23T13:27:02-07:00,21
1782246482,2026-06-23T13:28:02-07:00,21
1782246542,2026-06-23T13:29:02-07:00,21
1782247562,2026-06-23T13:46:02-07:00,21
1782247622,2026-06-23T13:47:02-07:00,21
1782247682,2026-06-23T13:48:02-07:00,21
1782247742,2026-06-23T13:49:02-07:00,21
1782247802,2026-06-23T13:50:02-07:00,21
1782248042,2026-06-23T13:54:02-07:00,21
1782248102,2026-06-23T13:55:02-07:00,21
1782248162,2026-06-23T13:56:02-07:00,21
1782248222,2026-06-23T13:57:02-07:00,21
